genename	geneID	chr	strand	start	stop 0
P2rx3	NM_145526	chr2	-	84836708	84875950 39242
Madd	NM_145527	chr2	-	90977516	91023135 45619
D2Ertd391e	NM_145528	chr2	-	91514781	91550700 35919
Cstf3	NM_145529	chr2	+	104430640	104505582 74942
Rhov	NM_145530	chr2	-	119094936	119096957 2021
Mall	NM_145532	chr2	-	127530125	127555633 25508
Smox	NM_145533	chr2	+	131317657	131350908 33251
Btbd3	NM_145534	chr2	+	138104228	138113158 8930
Sdcbp2	NM_145535	chr2	+	151398367	151415735 17368
BC020535	NM_145536	chr2	+	152891737	152907469 15732
Edem2	NM_145537	chr2	-	155527762	155555122 27360
Tmem189	NM_145538	chr2	-	167468724	167487044 18320
Tm4sf4	NM_145539	chr3	+	57229380	57245589 16209
Ints3	NM_145540	chr3	-	90195309	90237481 42172
Ints3	NM_178876	chr3	-	90195309	90237481 42172
Rap1a	NM_145541	chr3	-	105531199	105604254 73055
Ahcyl1	NM_145542	chr3	-	107466037	107499441 33404
Clcc1	NM_145543	chr3	+	108457164	108480929 23765
Gbp6	NM_145545	chr3	+	142193305	142213047 19742
Gtf2b	NM_145546	chr3	+	142428210	142446569 18359
Zfp189	NM_145547	chr4	+	49534141	49544417 10276
Cyp2j13	NM_145548	chr4	-	95709350	95744208 34858
Efcab7	NM_145549	chr4	+	99496136	99585388 89252
Yipf1	NM_145550	chr4	+	106986992	107032427 45435
Slc5a9	NM_145551	chr4	-	111548877	111571374 22497
Gnl2	NM_145552	chr4	+	124707261	124732616 25355
BC008163	NM_145553	chr4	-	132456536	132478426 21890
Ldlrap1	NM_145554	chr4	-	134301326	134323881 22555
A330049M08Rik	NM_145555	chr4	-	134925824	134954147 28323
9430015G10Rik	NM_145557	chr4	+	155484129	155501372 17243
Hadhb	NM_145558	chr5	+	30481832	30511123 29291
Slc2a9	NM_145559	chr5	-	38740511	38893391 152880
Tmprss11d	NM_145561	chr5	-	86731878	86802412 70534
9130213B05Rik	NM_145562	chr5	+	91946723	92053022 106299
Fbxo21	NM_145564	chr5	+	118426807	118460200 33393
Sds	NM_145565	chr5	+	120926555	120933914 7359
Agfg2	NM_145566	chr5	-	138104051	138125960 21909
Hibadh	NM_145567	chr6	-	52496223	52590327 94104
Krcc1	NM_145568	chr6	+	71221948	71235313 13365
Mat2a	NM_145569	chr6	-	72382792	72389552 6760
Fam176a	NM_145570	chr6	+	81991621	82043093 51472
Mobkl1b	NM_145571	chr6	+	83276074	83290943 14869
Gys2	NM_145572	chr6	-	142371132	142421629 50497
Mrps35	NM_145573	chr6	+	146991317	147019424 28107
Cald1	NM_145575	chr6	+	34659433	34725469 66036
Zfp212	NM_145576	chr6	+	47870645	47882633 11988
BC023179	NM_145577	chr7	-	7154832	7162709 7877
Ube2m	NM_145578	chr7	-	13620586	13623267 2681
P42pop	NM_145579	chr7	+	19576507	19587115 10608
Tmem149	NM_145580	chr7	+	31350445	31352981 2536
Siglec5	NM_145581	chr7	+	50606774	50614840 8066
Atpbd3	NM_145582	chr7	+	50927407	50933667 6260
Frag1	NM_145583	chr7	+	109371585	109386265 14680
Spon1	NM_145584	chr7	+	120909653	121184875 275222
Thumpd1	NM_145585	chr7	-	126858607	126864287 5680
Tmem159	NM_145586	chr7	+	127245891	127264500 18609
Sbk1	NM_145587	chr7	+	133416120	133438513 22393
Kif22	NM_145588	chr7	-	134171244	134185921 14677
Prr14	NM_145589	chr7	+	134615043	134620272 5229
BC017158	NM_145590	chr7	-	135414892	135441615 26723
BC003267	NM_145591	chr8	+	4613137	4630231 17094
Dkk4	NM_145592	chr8	+	23734514	23738018 3504
Fgl1	NM_145594	chr8	-	42276787	42300478 23691
Cbr4	NM_145595	chr8	+	63966531	63982279 15748
Tmem161a	NM_145597	chr8	+	72696326	72707562 11236
Nxnl1	NM_145598	chr8	-	74084453	74090548 6095
Tmem184c	NM_145599	chr8	-	80119880	80134508 14628
Zfp330	NM_145600	chr8	-	85287518	85298028 10510
BC016201	NM_145601	chr5	+	143419271	143435263 15992
Ndrg4	NM_145602	chr8	+	98226972	98238856 11884
Ces2	NM_145603	chr8	+	107370985	107378368 7383
D230025D16Rik	NM_145604	chr8	+	107749087	107776951 27864
Klhdc4	NM_145605	chr8	-	124320229	124353469 33240
Chmp1a	NM_145606	chr8	-	125728163	125736648 8485
Ttc13	NM_145607	chr8	-	127195226	127245875 50649
BC021891	NM_145608	chr8	+	128434349	128471339 36990
8430410K20Rik	NM_145609	chr9	+	4383536	4386869 3333
Ppan	NM_145610	chr9	+	20692727	20696622 3895
Kank2	NM_145611	chr9	-	21571216	21602990 31774
Zfp810	NM_145612	chr9	-	22081191	22112096 30905
Dlat	NM_145614	chr9	-	50442739	50467885 25146
Etfa	NM_145615	chr9	-	55302329	55359995 57666
Lrrc49	NM_145616	chr9	-	60435046	60535718 100672
Narg2	NM_145618	chr9	+	69245778	69280881 35103
Parp3	NM_145619	chr9	-	106372683	106378982 6299
Rrp9	NM_145620	chr9	+	106379621	106387746 8125
Camkv	NM_145621	chr9	+	107838236	107852022 13786
Zfp709	NM_145624	chr8	+	74405966	74416464 10498
Eif4b	NM_145625	chr15	+	101904203	101927604 23401
Usp11	NM_145628	chrX	+	20281060	20297665 16605
Pls3	NM_145629	chrX	-	73031001	73119877 88876
Pdk3	NM_145630	chrX	-	91009954	91077457 67503
Polr2h	NM_145632	chr16	+	20717948	20722338 4390
Ankrd27	NM_145633	chr7	+	36371265	36424256 52991
Cd300lf	NM_145634	chr11	-	114977531	114995271 17740
BC054059	NM_145635	chr2	+	158328347	158333934 5587
Il27	NM_145636	chr7	-	133732808	133738424 5616
Alox12e	NM_145684	chr11	-	70129114	70136020 6906
Ccdc46	NM_145688	chr11	+	108543857	108721929 178072
Lrrc67	NM_145692	chr1	-	9958706	9999201 40495
Ccrl1	NM_145700	chr9	-	104000472	104029263 28791
Kcnip2	NM_145704	chr19	-	45868159	45890293 22134
Kcnip2	NM_030716	chr19	-	45868159	45890293 22134
Kcnip2	NM_145703	chr19	-	45868159	45890293 22134
Tinf2	NM_145705	chr14	-	56297938	56300642 2704
Nup43	NM_145706	chr10	+	7387301	7398684 11383
Obox3	NM_145707	chr7	-	16210654	16225126 14472
Obox5	NM_145709	chr7	+	16335718	16344623 8905
Obox6	NM_145710	chr7	-	16418598	16425028 6430
Tox	NM_145711	chr4	-	6614532	6917870 303338
Mtnr1b	NM_145712	chr9	-	15667110	15678904 11794
Hist1h1d	NM_145713	chr13	+	23646905	23649877 2972
Gdf10	NM_145741	chr14	+	34736772	34748468 11696
Dhx35	NM_145742	chr2	+	158620645	158683950 63305
Lace1	NM_145743	chr10	-	42032390	42198304 165914
Dusp15	NM_145744	chr2	-	152770668	152777141 6473
Adam34	NM_145745	chr8	-	44735662	44784847 49185
Odf4	NM_145746	chr11	-	68735336	68740551 5215
Arfgap1	NM_145760	chr2	+	180701966	180717147 15181
Mzf1	NM_145819	chr7	-	13628498	13640014 11516
Veph1	NM_145820	chr3	-	65861026	66100741 239715
Cd3eap	NM_145822	chr7	-	19942214	19944768 2554
Pitpnc1	NM_145823	chr11	-	107069205	107332077 262872
Ranbp10	NM_145824	chr8	-	108292207	108351250 59043
Cetn4	NM_145825	chr3	-	37207548	37211368 3820
Il17re	NM_145826	chr6	+	113408477	113420745 12268
Nlrp3	NM_145827	chr11	+	59356187	59380458 24271
Xylt2	NM_145828	chr11	-	94525160	94538734 13574
Nags	NM_145829	chr11	+	102006900	102010385 3485
Ehmt2	NM_145830	chr17	+	35035915	35050992 15077
Dmrt2	NM_145831	chr19	+	25746900	25753481 6581
Slc35c1	NM_145832	chr2	-	92292921	92300675 7754
Lin28	NM_145833	chr4	-	133559244	133574718 15474
Il17c	NM_145834	chr8	+	124945984	124947539 1555
Lctl	NM_145835	chr9	+	63964953	63985925 20972
6430527G18Rik	NM_145836	chr12	-	88221650	88225755 4105
Il17d	NM_145837	chr14	+	58143665	58162003 18338
St8sia6	NM_145838	chr2	-	13576564	13715147 138583
Rasgef1b	NM_145839	chr5	-	99646438	99681899 35461
Rasgef1b	NM_181318	chr5	-	99646438	99681899 35461
Rgs9bp	NM_145840	chr7	-	36364012	36370530 6518
Sgcz	NM_145841	chr8	-	38585607	39724562 1138955
V1re9	NM_145842	chr7	-	11165104	11166836 1732
V1re13	NM_145848	chr7	-	11332850	11334887 2037
Cables2	NM_145851	chr2	-	179993243	180008170 14927
Ropn1l	NM_145852	chr15	-	31370964	31383444 12480
Tpcn1	NM_145853	chr5	-	120984165	121038694 54529
Il17f	NM_145856	chr1	-	20767229	20774351 7122
Nod2	NM_145857	chr8	+	91171244	91212373 41129
Grhl1	NM_145890	chr12	+	25265583	25302253 36670
Zfp7	NM_145916	chr15	+	76709670	76722824 13154
Evc2	NM_145920	chr5	+	37729785	37816294 86509
Olah	NM_145921	chr2	-	3259259	3283841 24582
Kcnc4	NM_145922	chr3	-	107241220	107261816 20596
Rell1	NM_145923	chr5	-	64300136	64360044 59908
Cenpi	NM_145924	chrX	+	130842714	130897178 54464
Pttg1ip	NM_145925	chr10	+	77044509	77061477 16968
Mgat4b	NM_145926	chr11	+	50039134	50048152 9018
Fntb	NM_145927	chr12	+	77938436	78022399 83963
Tspan14	NM_145928	chr14	-	41719732	41780096 60364
Gga1	NM_145929	chr15	+	78707685	78725014 17329
AW549877	NM_145930	chr15	-	3932034	3945714 13680
Zc3h7a	NM_145931	chr16	-	11136695	11176431 39736
Osta	NM_145932	chr16	-	32475663	32487965 12302
St6gal1	NM_145933	chr16	+	23224913	23360420 135507
Stap2	NM_145934	chr17	-	56136501	56144991 8490
Glyat	NM_145935	chr19	+	12707797	12726227 18430
Sumf1	NM_145937	chr6	-	108057021	108135569 78548
Rpp40	NM_145938	chr13	-	35986972	35998187 11215
Alg3	NM_145939	chr16	-	20605544	20610820 5276
Wipi1	NM_145940	chr11	-	109434834	109472703 37869
Eif4g1	NM_145941	chr16	+	20672869	20692956 20087
Eif4g1	NM_001005331	chr16	+	20672869	20692956 20087
BC031781	NM_145943	chr1	+	182781256	182798245 16989
Ccdc25	NM_145944	chr14	+	66456196	66485441 29245
Fanci	NM_145946	chr7	+	86537303	86595150 57847
Slc26a7	NM_145947	chr4	-	14432343	14548904 116561
Indol1	NM_145949	chr8	-	25642363	25686805 44442
Osgin2	NM_145950	chr4	-	15924267	15940998 16731
Enox2	NM_145951	chrX	-	46363698	46641389 277691
Tbc1d12	NM_145952	chr19	+	38911110	38994413 83303
Cth	NM_145953	chr3	-	157557211	157588027 30816
Aldh16a1	NM_145954	chr7	-	52397209	52409906 12697
1110007A13Rik	NM_145955	chr7	-	135839972	135883943 43971
Brcc3	NM_145956	chrX	+	72662043	72699336 37293
Kbtbd2	NM_145958	chr6	-	56727518	56747735 20217
D15Ertd621e	NM_145959	chr15	+	58247043	58289295 42252
Mtrf1	NM_145960	chr14	+	79797578	79823394 25816
Pank3	NM_145962	chr11	+	35583088	35604787 21699
Kcnj14	NM_145963	chr7	-	53071836	53080117 8281
BC002199	NM_145964	chr3	-	127510182	127540382 30200
Vstm2a	NM_145967	chr11	+	16157774	16184189 26415
Tagap	NM_145968	chr17	+	8118884	8127762 8878
Fam116a	NM_145969	chr14	+	27399087	27447894 48807
Cc2d1a	NM_145970	chr8	-	86656726	86671731 15005
BC027231	NM_145972	chr16	+	44724405	44737243 12838
Ell3	NM_145973	chr2	-	121264762	121268303 3541
C330016O10Rik	NM_145974	chr11	-	51456590	51464575 7985
Ddx46	NM_145975	chr13	+	55736376	55782617 46241
Tifab	NM_145976	chr13	-	56275073	56280151 5078
Slc45a3	NM_145977	chr1	+	133867185	133879541 12356
Pdlim2	NM_145978	chr14	-	70564024	70577571 13547
Chd4	NM_145979	chr6	+	125046215	125080519 34304
8430408G22Rik	NM_145980	chr6	+	116600716	116602812 2096
Phyhip	NM_145981	chr14	+	70857287	70868631 11344
Kcna5	NM_145983	chr6	-	126482568	126485507 2939
Prepl	NM_145984	chr17	-	85462825	85489537 26712
Arcn1	NM_145985	chr9	-	44550227	44575896 25669
AW544981	NM_145986	chr15	+	80502304	80530855 28551
Tmem82	NM_145987	chr4	-	141170147	141174548 4401
Cdk5rap2	NM_145990	chr4	-	69884057	70071403 187346
Cdc73	NM_145991	chr1	-	145454628	145549814 95186
L3mbtl2	NM_145993	chr15	+	81494359	81518735 24376
2700050L05Rik	NM_145995	chr7	+	140843845	140863864 20019
Arid5a	NM_145996	chr1	+	36364599	36379820 15221
Hmx2	NM_145998	chr7	+	138697575	138700096 2521
Rhot2	NM_145999	chr17	-	25975782	25981796 6014
Bud13	NM_146000	chr9	+	46091001	46106866 15865
Hip1	NM_146001	chr5	-	135883903	136020971 137068
Rhbdd2	NM_146002	chr5	+	136108560	136122246 13686
Senp6	NM_146003	chr9	+	79914773	79992587 77814
Mfsd6l	NM_146004	chr11	+	68369675	68371747 2072
Ank3	NM_146005	chr10	+	68996455	69490184 493729
Ank3	NM_170688	chr10	+	68996455	69490184 493729
Ank3	NM_170689	chr10	+	68996455	69490184 493729
Ank3	NM_170690	chr10	+	68996455	69490184 493729
Ank3	NM_170728	chr10	+	68996455	69490184 493729
Ank3	NM_170729	chr10	+	68996455	69490184 493729
Ank3	NM_170730	chr10	+	68996455	69490184 493729
Lss	NM_146006	chr10	+	75994369	76016679 22310
Col6a2	NM_146007	chr10	-	76058500	76086149 27649
Tcp11l2	NM_146008	chr10	+	84039626	84077100 37474
Cep290	NM_146009	chr10	+	99950922	100036289 85367
Tspan8	NM_146010	chr10	+	115254339	115286672 32333
Arhgap9	NM_146011	chr10	+	126760782	126766999 6217
Ctdsp2	NM_146012	chr10	+	126432668	126437031 4363
Sec14l4	NM_146013	chr11	+	3931784	3948012 16228
Ccm2	NM_146014	chr11	+	6446887	6496747 49860
Efemp1	NM_146015	chr11	+	28753237	28826743 73506
C230094A16Rik	NM_146016	chr11	-	29643050	29926033 282983
Gabrp	NM_146017	chr11	-	33450780	33478957 28177
Flcn	NM_146018	chr11	-	59605252	59623297 18045
Chd3	NM_146019	chr11	-	69156774	69182928 26154
Gltpd2	NM_146020	chr11	+	70332710	70334238 1528
Evi2b	NM_146023	chr11	-	79326886	79344091 17205
Ankrd40	NM_146024	chr11	+	94189372	94200823 11451
Samd14	NM_146025	chr11	+	94871192	94887401 16209
Atad4	NM_146026	chr11	+	96790595	96796961 6366
Scrn2	NM_146027	chr11	+	96891285	96895274 3989
Stac2	NM_146028	chr11	-	97897937	97914686 16749
Plekhh3	NM_146030	chr11	-	101023992	101032616 8624
Srp68	NM_146032	chr11	-	116106479	116135531 29052
Ankmy2	NM_146033	chr12	+	36883776	36923878 40102
Ctage5	NM_146034	chr12	+	60230761	60291162 60401
Mgat2	NM_146035	chr12	+	70285183	70287760 2577
Ahsa1	NM_146036	chr12	+	88607649	88614902 7253
Kcnk13	NM_146037	chr12	+	101204117	101300886 96769
Wdr60	NM_146039	chr12	-	117445522	117501498 55976
Cdca7l	NM_146040	chr12	+	119082333	119117179 34846
Gmds	NM_146041	chr13	-	31911454	32430473 519019
Rnf144b	NM_146042	chr13	+	47218088	47341845 123757
Spin1	NM_146043	chr13	+	51196266	51244563 48297
B4galt7	NM_146045	chr13	+	55701471	55711315 9844
Clptm1l	NM_146047	chr13	+	73741748	73758053 16305
Oit1	NM_146050	chr14	-	9181461	9211277 29816
3830406C13Rik	NM_146051	chr14	+	13116768	13135745 18977
3830406C13Rik	NM_178141	chr14	+	13116768	13135745 18977
Lrrc3b	NM_146052	chr14	-	16190035	16271387 81352
Fermt2	NM_146054	chr14	-	46078466	46149704 71238
Dap	NM_146057	chr15	+	31154187	31204090 49903
Prr5	NM_146061	chr15	+	84511459	84534103 22644
Krt79	NM_146063	chr15	-	101759762	101770755 10993
Soat2	NM_146064	chr15	+	101981005	101993867 12862
Atf7	NM_146065	chr15	-	102367074	102455909 88835
C530044N13Rik	NM_146067	chr16	-	11803813	11909516 105703
2310008H04Rik	NM_146068	chr16	-	15889319	16146889 257570
Lrrc33	NM_146069	chr16	-	32142910	32165562 22652
Muc20	NM_146071	chr16	-	32786128	32797494 11366
Grik1	NM_146072	chr16	-	87896141	88290503 394362
Grik1	NM_010348	chr16	-	87896141	88290503 394362
Zdhhc14	NM_146073	chr17	+	5492599	5753891 261292
Tfb1m	NM_146074	chr17	-	3519255	3557726 38471
Lemd2	NM_146075	chr17	-	27326544	27341354 14810
Slc26a8	NM_146076	chr17	-	28786610	28826932 40322
Trim31	NM_146077	chr17	+	37035074	37047162 12088
Ubr2	NM_146078	chr17	-	47065239	47147471 82232
Guca1b	NM_146079	chr17	+	47522341	47529916 7575
BC027072	NM_146082	chr17	-	72092894	72102225 9331
Sfrs7	NM_146083	chr17	-	80599419	80606643 7224
Fam13b	NM_146084	chr18	-	34602004	34666516 64512
Apbb3	NM_146085	chr18	-	36830812	36839020 8208
Pde6a	NM_146086	chr18	+	61380152	61449372 69220
Csnk1a1	NM_146087	chr18	+	61715156	61747953 32797
Ccdc5	NM_146089	chr18	-	77996305	78006515 10210
Zadh2	NM_146090	chr18	+	84257549	84266906 9357
Atl3	NM_146091	chr19	+	7568995	7609674 40679
Taf6l	NM_146092	chr19	-	8848981	8860779 11798
Ubxn1	NM_146093	chr19	+	8946065	8950146 4081
Fads1	NM_146094	chr19	+	10257513	10271364 13851
Rorb	NM_146095	chr19	-	19011057	19075607 64550
Fam108b	NM_146096	chr19	+	21727780	21760127 32347
Cbwd1	NM_146097	chr19	-	24994918	25036061 41143
D19Wsu162e	NM_146099	chr19	+	46673627	46731874 58247
Ina	NM_146100	chr19	+	47089187	47098836 9649
Habp2	NM_146101	chr19	+	56362427	56394579 32152
Afap1l2	NM_146102	chr19	-	56986848	57082667 95819
Tmem185b	NM_146103	chr1	+	121422733	121424803 2070
Aph1a	NM_146104	chr3	+	95697849	95702213 4364
9630058J23Rik	NM_146105	chr1	+	181476588	181557604 81016
Lyplal1	NM_146106	chr1	-	187911758	187941143 29385
Actr1b	NM_146107	chr1	-	36756046	36766818 10772
Hibch	NM_146108	chr1	+	52901882	52977704 75822
Als2	NM_146109	chr1	-	59248466	59294027 45561
Aamp	NM_146110	chr1	-	74326420	74331235 4815
Gigyf2	NM_146112	chr1	+	89223605	89347385 123780
Dclre1c	NM_146114	chr2	+	3341402	3372626 31224
A830007P12Rik	NM_146115	chr2	-	25048239	25052109 3870
Tubb2c	NM_146116	chr2	-	25077681	25080079 2398
Lrrc26	NM_146117	chr2	+	25145466	25146696 1230
Slc25a25	NM_146118	chr2	-	32270006	32306962 36956
Fam129b	NM_146119	chr2	+	32731696	32780768 49072
Gsn	NM_146120	chr2	+	35138037	35163412 25375
Rabgap1	NM_146121	chr2	+	37298848	37421957 123109
Dennd1a	NM_146122	chr2	-	37654510	38142839 488329
Cacnb4	NM_146123	chr2	-	52283839	52414087 130248
Arhgap1	NM_146124	chr2	+	91493364	91512475 19111
Itpka	NM_146125	chr2	+	119568037	119576989 8952
Sord	NM_146126	chr2	+	122060574	122091073 30499
Fam110a	NM_146127	chr2	-	151795133	151805938 10805
Dlgap4	NM_146128	chr2	+	156439429	156590099 150670
Pcif1	NM_146129	chr2	+	164704865	164716937 12072
Pbxip1	NM_146131	chr3	+	89240683	89252870 12187
Golph3l	NM_146133	chr3	+	95392880	95423164 30284
Aph1a	NM_146134	chr3	+	95697977	95701389 3412
Pias3	NM_146135	chr3	+	96500391	96509885 9494
Slc16a4	NM_146136	chr3	+	107094209	107115033 20824
Vav3	NM_146139	chr3	+	109376924	109488612 111688
Tram1l1	NM_146140	chr3	+	124023954	124026178 2224
Ppa2	NM_146141	chr3	+	132973079	133041033 67954
Tdrd7	NM_146142	chr4	+	46000333	46047631 47298
Usp1	NM_146144	chr4	+	98590428	98602224 11796
Jak1	NM_146145	chr4	-	100824578	100937837 113259
Lepr	NM_146146	chr4	+	101390011	101487959 97948
C8a	NM_146148	chr4	-	104488288	104548988 60700
Fam151a	NM_146149	chr4	+	106406497	106420897 14400
Nrd1	NM_146150	chr4	+	108673409	108734376 60967
Tesk2	NM_146151	chr4	+	116393564	116476842 83278
Ipo13	NM_146152	chr4	-	117567097	117587600 20503
Thrap3	NM_146153	chr4	-	125841326	125879872 38546
Ppp1r8	NM_146154	chr4	-	132382843	132399049 16206
Ahdc1	NM_146155	chr4	+	132567460	132634025 66565
Pdik1l	NM_146156	chr4	-	133830920	133843790 12870
BC023882	NM_146159	chr5	-	34496547	34512073 15526
Tmem119	NM_146162	chr5	-	114243737	114250361 6624
Lrch4	NM_146164	chr5	+	138070406	138081730 11324
Jtv1	NM_146165	chr5	-	144663572	144670699 7127
Gimap7	NM_146167	chr6	+	48668619	48674635 6016
AW146242	NM_146168	chr6	-	57702257	57775069 72812
Paip2b	NM_146169	chr6	-	83756052	83781739 25687
C87436	NM_146170	chr6	+	86388309	86420379 32070
Ncapd2	NM_146171	chr6	-	125118024	125141543 23519
Tspan33	NM_146173	chr6	+	29644255	29668558 24303
Fam115c	NM_146174	chr6	-	42573041	42595040 21999
Zfp282	NM_146175	chr6	+	47827601	47858483 30882
Cnot3	NM_146176	chr7	+	3596891	3612702 15811
Suv420h2	NM_146177	chr7	+	4691805	4699116 7311
Suv420h2	NM_001115018	chr7	+	4691805	4699116 7311
Ccdc106	NM_146178	chr7	+	5008327	5012386 4059
Zfp418	NM_146179	chr7	+	7124063	7136271 12208
Klc3	NM_146182	chr7	-	19979788	19985151 5363
Zfp428	NM_146183	chr7	+	25292181	25300684 8503
Zfp790	NM_146185	chr7	+	30601101	30615959 14858
Ffar2	NM_146187	chr7	-	31603375	31608794 5419
Kctd15	NM_146188	chr7	-	35424035	35437860 13825
Mybpc2	NM_146189	chr7	-	51757086	51780009 22923
Tubgcp5	NM_146190	chr7	+	63049577	63086817 37240
Lrrk1	NM_146191	chr7	-	73403632	73533194 129562
Btbd1	NM_146193	chr7	-	88936959	88974351 37392
Picalm	NM_146194	chr7	+	97278816	97357442 78626
Acsm2	NM_146197	chr7	+	126705224	126740105 34881
Slc5a11	NM_146198	chr7	+	130358379	130416765 58386
Eif3c	NM_146200	chr7	-	133690424	133709892 19468
Zfp553	NM_146201	chr7	+	134376956	134381374 4418
Zfp768	NM_146202	chr7	-	134486308	134488828 2520
Zfp764	NM_146203	chr7	-	134547181	134550336 3155
Armc5	NM_146205	chr7	+	135380870	135388614 7744
Tpcn2	NM_146206	chr7	-	152439827	152469830 30003
Cul4a	NM_146207	chr8	+	13105770	13147939 42169
Neil3	NM_146208	chr8	-	54672220	54724292 52072
Glt25d1	NM_146211	chr8	+	74134940	74148810 13870
BC026374	NM_146213	chr8	+	107655699	107674009 18310
Tat	NM_146214	chr8	+	112514356	112523701 9345
Ftsjd1	NM_146215	chr8	+	112741879	112748386 6507
Vac14	NM_146216	chr8	+	113142537	113244299 101762
Aars	NM_146217	chr8	+	113557815	113580770 22955
Rfwd3	NM_146218	chr8	-	113794843	113824134 29291
Klhl36	NM_146219	chr8	+	122386204	122400889 14685
BC024479	NM_146222	chr9	+	37296883	37331735 34852
Cplx3	NM_146223	chr9	-	57447798	57454039 6241
Suhw4	NM_146224	chr9	+	72122785	72211578 88793
Apeh	NM_146226	chr9	-	107987745	107996812 9067
Tsp50	NM_146227	chr9	+	110760489	110767132 6643
Als2cl	NM_146228	chr9	+	110782706	110803028 20322
Dync1li1	NM_146229	chr9	+	114597908	114632895 34987
Acaa1b	NM_146230	chr9	-	119057160	119066211 9051
Zfp825	NM_146231	chr13	-	74617504	74631398 13894
BC014805	NM_146232	chr19	-	7856472	7877157 20685
Mmgt1	NM_146234	chrX	-	53838688	53851096 12408
Ercc6l	NM_146235	chrX	-	99338295	99352396 14101
Tceal1	NM_146236	chrX	+	133242521	133244405 1884
Gemin8	NM_146238	chrX	+	162608406	162628444 20038
Pctk2	NM_146239	chr10	+	92623620	92704087 80467
Rassf9	NM_146240	chr10	+	101974855	102009194 34339
Trhde	NM_146241	chr10	-	113836078	114238420 402342
Lrrc10	NM_146242	chr10	+	116482396	116483824 1428
Actr2	NM_146243	chr11	-	19962306	20012918 50612
Rps6kl1	NM_146244	chr12	-	86476579	86492200 15621
Lrit1	NM_146245	chr14	+	37867979	37878124 10145
Rp1l1	NM_146246	chr14	+	64611267	64652343 41076
BC024814	NM_146247	chr16	+	8470941	8490290 19349
Cchcr1	NM_146248	chr17	+	35654153	35667960 13807
BC031441	NM_146249	chr17	-	56077797	56084682 6885
Gpr1	NM_146250	chr1	-	63229267	63260783 31516
Pnpla7	NM_146251	chr2	+	24831607	24909575 77968
Tbc1d13	NM_146252	chr2	+	29989378	30007533 18155
Zbtb6	NM_146253	chr2	-	37282364	37286365 4001
Wdr78	NM_146254	chr4	-	102710675	102786851 76176
Slc1a7	NM_146255	chr4	+	107640938	107686134 45196
Hpdl	NM_146256	chr4	-	116492511	116494079 1568
Slc29a4	NM_146257	chr5	+	143178054	143198443 20389
Stard13	NM_146258	chr5	-	151840204	151992769 152565
Zfp668	NM_146259	chr7	-	135008872	135020337 11465
Tmie	NM_146260	chr9	-	110768549	110782588 14039
BC031748	NM_146261	chrX	+	133584167	133612029 27862
Olfr518	NM_146306	chr7	-	116024116	116025065 949
Olfr725	NM_146317	chr14	-	50654065	50655175 1110
Olfr77	NM_146339	chr9	+	19721672	19726954 5282
Olfr574	NM_146360	chr7	+	110096980	110098021 1041
Olfr654	NM_146379	chr7	+	111736268	111737294 1026
Myocd	NM_146386	chr11	-	64990071	65083491 93420
Myocd	NM_145136	chr11	-	64990071	65083491 93420
Olfr1080	NM_146409	chr2	-	86393337	86398197 4860
Olfr183	NM_146485	chr16	+	58995229	59000442 5213
Olfr722	NM_146494	chr14	-	50513932	50521616 7684
Olfr536	NM_146520	chr7	-	147686751	147693217 6466
Olfr18	NM_146563	chr9	-	20118335	20140538 22203
Olfr1006	NM_146570	chr2	-	85514367	85518898 4531
Olfr1033	NM_146578	chr2	+	85860796	85884965 24169
Olfr710	NM_146601	chr7	-	114087580	114091826 4246
Olfr292	NM_146620	chr7	+	93836850	93843894 7044
Olfr121	NM_146629	chr17	+	37885810	37889949 4139
Olfr1166	NM_146650	chr2	-	87963516	87965150 1634
Olfr1477	NM_146696	chr19	+	13575035	13577782 2747
Olfr1443	NM_146698	chr19	+	12752655	12758335 5680
Olfr1426	NM_146809	chr19	-	12162099	12166337 4238
Olfr912	NM_146810	chr9	+	38387828	38389796 1968
Olfr1156	NM_146817	chr2	-	87789346	87790456 1110
Olfr629	NM_146821	chr7	-	110888714	110889836 1122
Olfr27	NM_146829	chr9	+	38935751	38952655 16904
Olfr44	NM_146830	chr9	-	39291788	39301573 9785
Olfr1299	NM_146884	chr2	+	111501609	111505323 3714
Olfr1223	NM_146892	chr2	-	88984242	88991493 7251
Olfr631	NM_146959	chr7	+	111063575	111078425 14850
Olfr174	NM_147002	chr16	-	58823606	58826587 2981
Olfr392	NM_147006	chr11	-	73627643	73630379 2736
Olfr1038	NM_147013	chr2	+	85960380	85963194 2814
Olfr658	NM_147049	chr7	-	111791393	111795819 4426
Olfr558	NM_147093	chr7	+	109850836	109860568 9732
Olfr630	NM_147098	chr7	-	110902663	110905864 3201
Olfr614	NM_147100	chr7	+	110698881	110704018 5137
Mfrp,C1qtnf5	NM_147126	chr9	+	43909924	43917270 7346
Mfrp,C1qtnf5	NM_145613	chr9	+	43909924	43917270 7346
Ehmt2	NM_147151	chr17	+	35035443	35050992 15549
Tagap1	NM_147155	chr17	-	7159313	7165505 6192
Homer1	NM_147176	chr13	+	94074449	94174917 100468
Nrbp1	NM_147201	chr5	+	31543271	31553935 10664
Gprc5c	NM_147217	chr11	+	114713343	114730410 17067
Abca6	NM_147218	chr11	-	110038135	110113042 74907
Abca5	NM_147219	chr11	-	110130682	110198962 68280
